Funder,Recipient,Total value
Bill & Melinda Gates Foundation,Coalition for Epidemic Preparedness Innovations (CEPI),101977239
Bill & Melinda Gates Foundation,Colombia,6122053
Bill & Melinda Gates Foundation,Comoros,43636
Bill & Melinda Gates Foundation,Congo,13895431
Bill & Melinda Gates Foundation,Costa Rica,1084390
Bill & Melinda Gates Foundation,Cote d'Ivoire,16755254
Bill & Melinda Gates Foundation,Democratic People's Republic of Korea,176147
Bill & Melinda Gates Foundation,Democratic Republic of the Congo,164355551
Bill & Melinda Gates Foundation,Djibouti,639016
Bill & Melinda Gates Foundation,Eastern Asia,49928883
Bill & Melinda Gates Foundation,Ecuador,229887
Bill & Melinda Gates Foundation,Egypt,828819
Bill & Melinda Gates Foundation,El Salvador,3763318
Bill & Melinda Gates Foundation,Equatorial Guinea,215938
Bill & Melinda Gates Foundation,Eritrea,45818
Bill & Melinda Gates Foundation,Eswatini,5918092
Bill & Melinda Gates Foundation,Ethiopia,449939991
Bill & Melinda Gates Foundation,Europe,13445991
Bill & Melinda Gates Foundation,Fiji,278947
Bill & Melinda Gates Foundation,Gabon,891247
Bill & Melinda Gates Foundation,Gambia,6923971
Bill & Melinda Gates Foundation,Ghana,37846679
Bill & Melinda Gates Foundation,Guatemala,7964185
Bill & Melinda Gates Foundation,Guinea,20687343
Bill & Melinda Gates Foundation,Guinea Bissau,534156
Bill & Melinda Gates Foundation,Guyana,1531506
Bill & Melinda Gates Foundation,Haiti,66261985
Bill & Melinda Gates Foundation,Honduras,9942972
Bill & Melinda Gates Foundation,India,1334393058
Bill & Melinda Gates Foundation,Indonesia,69360486
Bill & Melinda Gates Foundation,Iran,1180662
Bill & Melinda Gates Foundation,Iraq,14217665
Bill & Melinda Gates Foundation,Jordan,1501259
Bill & Melinda Gates Foundation,Kenya,274273441
Bill & Melinda Gates Foundation,Kyrgyzstan,45818
Bill & Melinda Gates Foundation,Lao People's Democratic Republic,19438982
Bill & Melinda Gates Foundation,Lebanon,596880
Bill & Melinda Gates Foundation,Lesotho,1473798
Bill & Melinda Gates Foundation,Liberia,18347672
Bill & Melinda Gates Foundation,Low and middle-income countries (LMIC),10350773926
Bill & Melinda Gates Foundation,Madagascar,6035359
Bill & Melinda Gates Foundation,Malawi,111179585
Bill & Melinda Gates Foundation,Malaysia,37341
Bill & Melinda Gates Foundation,Mali,37788393
Bill & Melinda Gates Foundation,Mauritania,1782330
Bill & Melinda Gates Foundation,Mexico,5295821
Bill & Melinda Gates Foundation,Middle East,14860199
Bill & Melinda Gates Foundation,Mongolia,1157052
Bill & Melinda Gates Foundation,Mozambique,88272533
Bill & Melinda Gates Foundation,Myanmar,37737004
Bill & Melinda Gates Foundation,Namibia,2226725
Bill & Melinda Gates Foundation,Nepal,25037040
Bill & Melinda Gates Foundation,Nicaragua,3242065
Bill & Melinda Gates Foundation,Niger,72120555
Bill & Melinda Gates Foundation,Nigeria,932568271
Bill & Melinda Gates Foundation,North Africa,888795
Bill & Melinda Gates Foundation,Oceania,734072
Bill & Melinda Gates Foundation,Pakistan,687934660
Bill & Melinda Gates Foundation,Palestine,533522
Bill & Melinda Gates Foundation,Panama,1103415
Bill & Melinda Gates Foundation,Pan American Health Organization (PAHO),700935
Bill & Melinda Gates Foundation,Papua New Guinea,10050772
Bill & Melinda Gates Foundation,Peru,1383960
Bill & Melinda Gates Foundation,Philippines,13457097
Bill & Melinda Gates Foundation,Rwanda,28353239
Bill & Melinda Gates Foundation,Samoa,1499999
Bill & Melinda Gates Foundation,Sao Tome and Principe,45818
Bill & Melinda Gates Foundation,Senegal,91943469
Bill & Melinda Gates Foundation,Sierra Leone,22007609
Bill & Melinda Gates Foundation,Solomon Islands,377226
Bill & Melinda Gates Foundation,Somalia,31128202
Bill & Melinda Gates Foundation,South Africa,182806135
Bill & Melinda Gates Foundation,South America,50586665
Bill & Melinda Gates Foundation,South Sudan,19486489
Bill & Melinda Gates Foundation,Sri Lanka,582635
Bill & Melinda Gates Foundation,Sub-Saharan Africa,1223656385
Bill & Melinda Gates Foundation,Sudan,813407
Bill & Melinda Gates Foundation,Syrian Arab Republic,29431176
Bill & Melinda Gates Foundation,Tajikistan,45818
Bill & Melinda Gates Foundation,Thailand,8159218
Bill & Melinda Gates Foundation,Timor-Leste,45818
Bill & Melinda Gates Foundation,Togo,5790129
Bill & Melinda Gates Foundation,Turkey,50000
Bill & Melinda Gates Foundation,Uganda,114948351
Bill & Melinda Gates Foundation,United Republic of Tanzania,201553885
Bill & Melinda Gates Foundation,Uzbekistan,45818
Bill & Melinda Gates Foundation,"Venezuela, Bolivarian Republic of",86369
Bill & Melinda Gates Foundation,Viet Nam,46314283
Bill & Melinda Gates Foundation,World Health Organization (WHO),37514962
Bill & Melinda Gates Foundation,Yemen,3025179
Bill & Melinda Gates Foundation,Zambia,133497787
Bill & Melinda Gates Foundation,Zimbabwe,52760739
BHP Billiton Sustainable Communities,World Health Organization (WHO),400000
Belgium,Benin,26774721
Belgium,Burkina Faso,7873200
Belgium,Burundi,27959542
Belgium,Cabo Verde,7151034
Belgium,Coalition for Epidemic Preparedness Innovations (CEPI),6000492
Belgium,Democratic Republic of the Congo,38966523
Belgium,Guinea,1874777
Belgium,International Atomic Energy Agency (IAEA),218304
Belgium,Kenya,4095083
Belgium,Lebanon,1128895
Belgium,Low and middle-income countries (LMIC),31627281
Belgium,Mali,2372285
Belgium,Niger,17874768
Belgium,Palestine,684367
Belgium,Rwanda,29761787
Belgium,Senegal,5551002
Belgium,Sub-Saharan Africa,1216557
Belgium,Uganda,7315690
Belgium,United Nations (UN),17745028
Belgium,World Health Organization (WHO),4694836
BBC Media Action,Asia,240187
BasicNeeds,Ghana,454095
Bangladesh Primary Care Respiratory Society,Bangladesh,34109
Bangladesh Nari Progati Sangha,Bangladesh,55007
Azerbaijan,United Nations (UN),500000
Azerbaijan,World Health Organization (WHO),10000000
Austria,Coalition for Epidemic Preparedness Innovations (CEPI),1200000
Austria,World Health Organization (WHO),3416884
Australia,Afghanistan,28589244
Australia,Africa,188462
Australia,Antigua and Barbuda,14358
Australia,Argentina,255985
Australia,Asia,79916571
Australia,Bangladesh,74779086
Australia,Belize,193462
Australia,Benin,21585
Australia,Bhutan,1719561
Australia,Bosnia and Herzegovina,18091
Australia,Botswana,445762
Australia,Brazil,242542
Australia,Burkina Faso,84066
Australia,Burundi,1837458
Australia,Cabo Verde,4284
Australia,Cambodia,61159119
Australia,Chile,96592
Australia,China,6799897
Australia,Coalition for Epidemic Preparedness Innovations (CEPI),7488189
Australia,Colombia,17915
Australia,Comoros,298005
Australia,Cook Islands,1635739
Australia,Cote d'Ivoire,70682
Australia,Cuba,31040
Australia,Democratic Republic of the Congo,266132
Australia,Djibouti,42552
Australia,Dominica,79717
Australia,Dominican Republic,29530
Australia,Eastern Asia,1197347
Australia,Ecuador,26304
Australia,Egypt,441837
Australia,El Salvador,207083
Australia,Equatorial Guinea,63710
Australia,Eritrea,191099
Australia,Eswatini,356281
Australia,Ethiopia,13567904
Australia,Federated States of Micronesia,2023826
Australia,Fiji,50328454
Australia,Gambia,54348
Australia,Ghana,664943
Australia,Grenada,9762
Australia,Guatemala,27190
Australia,Guinea,3166900
Australia,Guinea Bissau,33818
Australia,Guyana,33606
Australia,Haiti,116396
Australia,India,3482993
Australia,Indonesia,78177507
Australia,Iran,150673
Australia,Iraq,54957
Australia,Jamaica,75601
Australia,Jordan,1390755
Australia,Kenya,18002403
Australia,Kiribati,13450194
Australia,Kyrgyzstan,42552
Australia,Lao People's Democratic Republic,21650725
Australia,Lebanon,1256086
Australia,Lesotho,675861
Australia,Liberia,4500599
Australia,Low and middle-income countries (LMIC),488587528
Australia,Madagascar,278567
Australia,Malawi,1131758
Australia,Malaysia,549602
Australia,Mali,30470
Australia,Marshall Islands,771000
Australia,Mauritius,57007
Australia,Mexico,157128
Australia,Mongolia,795638
Australia,Mozambique,1664835
Australia,Myanmar,40809259
Australia,Namibia,284345
Australia,Nauru,16611398
Australia,Nepal,13286151
Australia,New Zealand,595482
Australia,Nicaragua,850200
Australia,Niger,136907
Australia,Nigeria,3109840
Australia,Niue,691868
Australia,Oceania,102623055
Australia,Pakistan,25532201
Australia,Palau,1681186
Australia,Palestine,2758425
Australia,Papua New Guinea,525602218
Australia,Paraguay,82433
Australia,Peru,46757
Australia,Philippines,5531226
Australia,Rwanda,889312
Australia,Saint Lucia,14479
Australia,Saint Vincent and the Grenadines,33017
Australia,Samoa,17727128
Australia,Sao Tome and Principe,37191
Australia,Senegal,161927
Australia,Serbia,15448
Australia,Sierra Leone,16747795
Australia,Solomon Islands,126316452
Australia,Somalia,746062
Australia,South Africa,4038496
Australia,South America,70147
Australia,South and Central Asia,84142
Australia,Sri Lanka,5867228
Australia,Sub-Saharan Africa,222012
Australia,Sudan,61108
Australia,Suriname,51952
Australia,Syrian Arab Republic,1634293
Australia,Tajikistan,42474
Australia,Thailand,1745982
Australia,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",237913747
Australia,Timor-Leste,73247347
Australia,Togo,210091
Australia,Tonga,23424442
Australia,Turkey,206657
Australia,Tuvalu,2168982
Australia,Uganda,2413414
Australia,Ukraine,305087
Australia,United Nations (UN),8755000
Australia,United Republic of Tanzania,3849887
Australia,Uruguay,21398
Australia,Vanuatu,49490568
Australia,Viet Nam,20526841
Australia,Wallis and Futuna,597198
Australia,World Health Organization (WHO),12726562
Australia,Yemen,21715
Australia,Zambia,414693
Australia,Zimbabwe,6050647
AstraZeneca,West Africa,403000
Association pour la Promotion de l'Education et de la Formation à l'Etranger,Burkina Faso,1618031
Association pour la Promotion de l'Education et de la Formation à l'Etranger,Burundi,2506362
Asian Development Bank,Afghanistan,14213403
Asian Development Bank,Armenia,10146500
Asian Development Bank,Azerbaijan,250000000
Asian Development Bank,Bangladesh,131522469
Asian Development Bank,Bhutan,28574556
Asian Development Bank,Cambodia,270594921
Asian Development Bank,China,27670400
Asian Development Bank,Cook Islands,31488792
Asian Development Bank,Federated States of Micronesia,20000000
Asian Development Bank,India,1800000000
Asian Development Bank,Indonesia,2040551869
Asian Development Bank,Kazakhstan,1114665286
Asian Development Bank,Kiribati,8000000
Asian Development Bank,Kyrgyzstan,52818472
Asian Development Bank,Lao People's Democratic Republic,80451877
Asian Development Bank,Maldives,25000000
Asian Development Bank,Marshall Islands,6000000
Asian Development Bank,Mongolia,281857296
Asian Development Bank,Myanmar,6290078
Asian Development Bank,Nepal,292318020
Asian Development Bank,Pakistan,699176348
Asian Development Bank,Palau,35050000
Asian Development Bank,Papua New Guinea,636686836
Asian Development Bank,Philippines,2245580817
Asian Development Bank,Samoa,25717472
Asian Development Bank,Solomon Islands,21000000
Asian Development Bank,Sri Lanka,28229781
Asian Development Bank,Tajikistan,2731538
Asian Development Bank,Thailand,1500000000
Asian Development Bank,Tonga,25792774
Asian Development Bank,Tuvalu,4840047
Asian Development Bank,Uzbekistan,539290222
Asian Development Bank,Vanuatu,13102206
Asian Development Bank,Viet Nam,135650652
ARK (Absolute Return for Kids),Mozambique,646049
Aqua for All,Peru,20253
Anti-Slavery International,Niger,118267
Andorra,World Health Organization (WHO),20053
Amref Health Africa Headquarters,Kenya,301720
Amref Health Africa,Botswana,549234
Amref Health Africa,Ethiopia,4843108
Amref Health Africa,Kenya,29283455
Amref Health Africa,Malawi,6267415
Amref Health Africa,Namibia,1167123
Amref Health Africa,Netherlands,1087455
Amref Health Africa,South Africa,2651920
Amref Health Africa,Sub-Saharan Africa,1192220
Amref Health Africa,Sweden,1330894
Amref Health Africa,Uganda,4075114
Amref Health Africa,United Republic of Tanzania,3616096
Amref Health Africa,Zambia,907027
Alliance of Religions and Conservation,Uganda,334875
Alliance of Religions and Conservation,United Kingdom,83719
Aidsfonds - Soa Aids Nederland,Bangladesh,209324
Aidsfonds - Soa Aids Nederland,Botswana,476007
Aidsfonds - Soa Aids Nederland,Burkina Faso,396576
Aidsfonds - Soa Aids Nederland,Burundi,262028
Aidsfonds - Soa Aids Nederland,China,407060
Aidsfonds - Soa Aids Nederland,Egypt,330480
Aidsfonds - Soa Aids Nederland,Ethiopia,71617
Aidsfonds - Soa Aids Nederland,Ghana,71617
Aidsfonds - Soa Aids Nederland,India,1247084
Aidsfonds - Soa Aids Nederland,Indonesia,737276
Aidsfonds - Soa Aids Nederland,Iran,41712
Aidsfonds - Soa Aids Nederland,Kenya,2872590
Aidsfonds - Soa Aids Nederland,Low and middle-income countries (LMIC),461743
Aidsfonds - Soa Aids Nederland,Malawi,357270
Aidsfonds - Soa Aids Nederland,Morocco,330480
Aidsfonds - Soa Aids Nederland,Mozambique,625239
Aidsfonds - Soa Aids Nederland,Myanmar,209324
Aidsfonds - Soa Aids Nederland,Namibia,41712
Aidsfonds - Soa Aids Nederland,Netherlands,4598172
Aidsfonds - Soa Aids Nederland,Nigeria,952960
Aidsfonds - Soa Aids Nederland,Pakistan,51353
Aidsfonds - Soa Aids Nederland,Saint Kitts and Nevis,78742
Aidsfonds - Soa Aids Nederland,Saint Lucia,78742
Aidsfonds - Soa Aids Nederland,Saint Martin,78742
Aidsfonds - Soa Aids Nederland,Saint Vincent and the Grenadines,78742
Aidsfonds - Soa Aids Nederland,San Marino,78742
Aidsfonds - Soa Aids Nederland,Serbia,78539
Aidsfonds - Soa Aids Nederland,Sint Maarten,77359
Aidsfonds - Soa Aids Nederland,South Africa,2215398
Aidsfonds - Soa Aids Nederland,Southern Africa,436015
Aidsfonds - Soa Aids Nederland,Thailand,209324
Aidsfonds - Soa Aids Nederland,Uganda,2108160
Aidsfonds - Soa Aids Nederland,Viet Nam,209324
Aidsfonds - Soa Aids Nederland,Zambia,94247
Aidsfonds - Soa Aids Nederland,Zimbabwe,2110523
Agency for Cooperation and Research in Development (ACORD),United Republic of Tanzania,592737
Aga Khan Foundation (United Kingdom),India,2332319
AfriKids,Ghana,1233997
Afrikagrupperna Sweden,Mozambique,509146
Afrikagrupperna Sweden,Namibia,37212
Afrikagrupperna Sweden,Southern Africa,89000
Afrikagrupperna Sweden,Zimbabwe,106321
African Reinsurance Corporation,World Health Organization (WHO),250000
African Population and Health Research Center,Kenya,10000
African Initiatives,United Kingdom,52819
African Initiatives,United Republic of Tanzania,193808
